final_kluster	contig	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	RaFah_host_prediction	peaking	Closer_VC2	Accession_VC2	Status_VC2	VC_VC2	Level_VC2	Weight_VC2	Host_VC2	host_for_tree	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__22258bp__000728||full	non.seasonal	24	20	22256	No	NA	32	11	0	Medium-quality	Genome-fragment	68.03	AAI-based (high-confidence)	0	1	ND	summer	Nonlabens phage P12024L	JQ823123	Outlier	n.a.	N107	2	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__23432bp__000651||full	non.seasonal	21	20	23431	No	NA	32	11	0	Medium-quality	Genome-fragment	68.9	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Overlap (VC_29/VC_83)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__23862bp__000619||full	non.seasonal	21	20	23859	No	NA	30	14	0	Medium-quality	Genome-fragment	64.28	AAI-based (high-confidence)	0	1	Agrobacterium	summer		MW202481	Clustered	VC_72_0	N22	1		other						n.a.	n.a.	O	O
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__26150bp__000510||full	non.seasonal	24	20	26136	No	NA	30	10	0	Medium-quality	Genome-fragment	62.88	AAI-based (high-confidence)	0	1.01	Flavobacterium	summer		MW202510	Outlier	n.a.	N3	2		other						n.a.	n.a.	O	O
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__26344bp__000501||full	non.seasonal	21	20	26340	No	NA	49	15	0	Medium-quality	Genome-fragment	55.15	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Pelagibacter phage Kolga EXVC016S	MT375529	Clustered	VC_63_0	C2	77	Pelagibacter	PelagibacterVC2	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__26893bp__000479||full	non.seasonal	24	20	26889	No	NA	37	18	0	Medium-quality	Genome-fragment	89.55	AAI-based (high-confidence)	0	1	Bradyrhizobium	summer	n.a.	n.a.	Clustered	VC_127_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__28714bp__000423||full	non.seasonal	21	20	28666	No	NA	28	15	0	Medium-quality	Genome-fragment	72.4	AAI-based (medium-confidence)	0	1	Sinorhizobium	summer		AP013544	Outlier	n.a.	N7	9		other						n.a.	n.a.	O	O
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__29106bp__000406||full	non.seasonal	21	20	28979	No	NA	48	15	0	High-quality	High-quality	95.83	AAI-based (medium-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__29783bp__000384||full	non.seasonal	24	20	29782	No	NA	52	10	0	High-quality	High-quality	95.74	AAI-based (high-confidence)	0	1.02	Faecalibacterium	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_47_0	N69	15	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__31455bp__000333||full	non.seasonal	24	20	31454	No	NA	34	8	0	Medium-quality	Genome-fragment	51.77	HMM-based (lower-bound)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__38966bp__000177||full	non.seasonal	21	20	38962	No	NA	40	14	1	Medium-quality	Genome-fragment	60.53	AAI-based (high-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20ns	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32473bp__000221||full	non.seasonal	21	20	31433	No	NA	43	15	0	Medium-quality	Genome-fragment	51.44	AAI-based (high-confidence)	0	1	Caulobacter	summer	Pelagibacter phage HTVC027P	MN698241	Clustered	VC_105_3	C8	64	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
20ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__31072bp__000275||full	non.seasonal	21	20	30987	No	NA	54	18	0	Medium-quality	Genome-fragment	50.34	AAI-based (high-confidence)	0	1	ND	summer	Pelagibacter phage HTVC027P	MN698241	Clustered	VC_105_3	C8	67	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
20s	2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__22751bp__000836||full	seasonal	21	20	22749	No	NA	18	3	0	Medium-quality	Genome-fragment	54.28	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_122_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__14017bp__001893||full	seasonal	21	20	14015	No	NA	9	1	0	Medium-quality	Genome-fragment	57.76	AAI-based (medium-confidence)	0	1	ND	spring	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__23537bp__000645||full	seasonal	21	20	23461	No	NA	32	10	0	Medium-quality	Genome-fragment	65.26	AAI-based (high-confidence)	0	1	Caulobacter	spring		AP013540	Clustered	VC_73_0	N16	5		other						n.a.	n.a.	O	O
20s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__43266bp__000141||full	seasonal	21	20	43264	No	NA	52	7	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.08	ND	spring	n.a.	n.a.	Clustered	VC_335_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__19639bp__001019||full	seasonal	21	20	19569	No	NA	26	20	0	Medium-quality	Genome-fragment	52.08	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	Pelagibacter phage HTVC011P	KC465900	Clustered	VC_57_0	C1	67	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Unclassified	Stopavirus
20s	2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__64845bp__000051||full	seasonal	21	20	64841	No	NA	80	22	1	High-quality	High-quality	99.94	AAI-based (high-confidence)	0	1	Anaerobacillus	spring	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__52908bp__000126||full	seasonal	90	20	52906	No	NA	60	22	1	Medium-quality	Genome-fragment	81.68	AAI-based (high-confidence)	0	1	Flavobacterium	spring	n.a.	n.a.	Clustered	VC_12_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32918bp__000232||full	seasonal	21	20	32620	No	NA	48	6	0	Medium-quality	Genome-fragment	66.32	AAI-based (medium-confidence)	0	1	ND	spring	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__26256bp__000380||full	seasonal	21	20	26027	No	NA	30	8	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__26588bp__000365||full	seasonal	21	20	26586	No	NA	30	4	0	Medium-quality	Genome-fragment	63.96	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_122_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__37076bp__000169||full	seasonal	21	20	36576	No	NA	50	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_81_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__17162bp__001216||full	seasonal	21	20	16616	No	NA	19	4	0	Medium-quality	Genome-fragment	68.34	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__16724bp__001075||full	seasonal	21	20	16596	No	NA	17	4	0	Medium-quality	Genome-fragment	67.9	AAI-based (high-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_10_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__22094bp__000585||full	seasonal	21	20	21279	No	NA	29	4	0	Medium-quality	Genome-fragment	50.68	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_122_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__30042bp__000292||full	seasonal	21	20	29614	No	NA	33	9	0	Medium-quality	Genome-fragment	53.61	AAI-based (medium-confidence)	0	1	ND	spring		MZ892989	Clustered	VC_162_0	N13	7		other						n.a.	n.a.	O	O
20s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__56644bp__000046||full	seasonal	21	20	56477	No	NA	65	23	0	Medium-quality	Genome-fragment	87.35	AAI-based (high-confidence)	0	1	Prevotella	spring	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__36848bp__000193||full	seasonal	21	20	36422	No	NA	41	6	0	Medium-quality	Genome-fragment	87.61	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_122_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__16983bp__001301||full	non.seasonal	23	21	16982	No	NA	36	6	0	Medium-quality	Genome-fragment	54.31	AAI-based (high-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_23_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__28945bp__000298||full	non.seasonal	23	21	28944	No	NA	46	11	0	High-quality	High-quality	92.41	AAI-based (high-confidence)	0	1	Prevotella	summer	n.a.	n.a.	Clustered	VC_23_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__17413bp__000986||full	non.seasonal	23	21	17411	No	NA	21	6	0	Medium-quality	Genome-fragment	56.28	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__19350bp__000802||full	non.seasonal	23	21	19286	No	NA	21	11	0	Medium-quality	Genome-fragment	50.16	AAI-based (medium-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_217_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__19972bp__000747||full	non.seasonal	23	21	19813	No	NA	24	4	0	Medium-quality	Genome-fragment	83.92	AAI-based (medium-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_304_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__26408bp__000401||full	non.seasonal	23	21	26406	No	NA	45	20	0	Medium-quality	Genome-fragment	84.93	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_25_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__28459bp__000334||full	non.seasonal	23	21	28457	No	NA	47	10	0	High-quality	High-quality	99.63	AAI-based (medium-confidence)	0	1	Fusobacterium	summer	n.a.	n.a.	Clustered	VC_80_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__31098bp__000273||full	non.seasonal	23	21	31096	No	NA	50	25	0	High-quality	High-quality	98.43	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_25_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32039bp__000254||full	non.seasonal	23	21	31912	No	NA	49	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_23_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34544bp__000198||full	non.seasonal	23	21	33821	No	NA	38	16	0	Medium-quality	Genome-fragment	87.96	AAI-based (medium-confidence)	0	1	Agrobacterium	summer	n.a.	n.a.	Clustered	VC_217_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__40096bp__000132||full	non.seasonal	23	21	40021	No	NA	56	35	1	High-quality	High-quality	90.89	AAI-based (medium-confidence)	0	1.03	ND	summer	Vibrio phage phiV039C	MN922296	Outlier	n.a.	N1	55	Vibrio	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	O	O
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__41042bp__000124||full	non.seasonal	23	21	40915	No	NA	71	22	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	summer	Alteromonas phage XX1924	MN592896	Outlier	n.a.	N1	22	Alteromonas	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__46150bp__000085||full	non.seasonal	23	21	45471	No	NA	62	3	0	High-quality	High-quality	99	AAI-based (high-confidence)	0	1	Bacteroides	summer	Flavobacterium phage vB_FspS_laban6-1	MN812211	Outlier	n.a.	N1	59	Flavobacterium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__48139bp__000072||full	non.seasonal	23	21	47653	No	NA	62	19	1	High-quality	High-quality	99.64	AAI-based (high-confidence)	0	1	ND	summer	Pseudoalteromonas phage HP1	KF302037	Outlier	n.a.	N6	3	Pseudoalteromonas	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Zobellviridae	O	O
21ns	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__98687bp__000007||full	non.seasonal	23	21	98430	No	NA	167	60	2	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Campylobacter	summer	Alteromonas phage vB_AmeM_PT11-V22	MN877442	Overlap (VC_228/VC_480)	n.a.	C1	183	Alteromonas	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
21s	2018-Dec-viral-fraction__viral-spades-short__as-yet-unknown__23084bp__000819||full	seasonal	22	21	23082	No	NA	40	7	0	Medium-quality	Genome-fragment	50.19	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_128_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__18512bp__001222||full	seasonal	22	21	18510	No	NA	30	7	0	Medium-quality	Genome-fragment	54.47	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Clustered	VC_64_0	N43	14		other						n.a.	n.a.	O	O
21s	2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33702bp__000344||full	seasonal	22	21	33700	No	NA	59	25	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	summer		MW202897	Outlier	n.a.	N16	6		other						n.a.	n.a.	O	O
21s	2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__40463bp__000223||full	seasonal	24	21	40394	No	NA	58	29	0	High-quality	High-quality	98.05	AAI-based (high-confidence)	0	1	Synechococcus	summer	Marine virus AG-345-A17	MH327491	Clustered	VC_89_0	N7	29	Unspecified	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
21s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__22016bp__000929||full	seasonal	69	21	22013	No	NA	37	9	0	Medium-quality	Genome-fragment	54.47	AAI-based (medium-confidence)	0	1	Akkermansia	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41268bp__000200||full	seasonal	22	21	41266	No	NA	49	9	0	Medium-quality	Genome-fragment	71.57	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__66582bp__000036||full	seasonal	69	21	66578	No	NA	76	32	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.08	ND	summer	Pelagibacter phage HTVC115P	MN698247	Clustered	VC_180_0	N30	2	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
21s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29883bp__000480||full	seasonal	22	21	29689	No	NA	45	11	0	Medium-quality	Genome-fragment	86.66	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_81_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__42770bp__000216||full	seasonal	22	21	42511	No	NA	65	12	1	Medium-quality	Genome-fragment	52.2	AAI-based (high-confidence)	0	1	Synechococcus	summer	Synechococcus phage S-EIVl	KJ410740	Clustered	VC_322_0	C1	13	Synechococcus	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
21s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__32133bp__000190||full	seasonal	22	21	30798	No	NA	36	7	0	Medium-quality	Genome-fragment	67.79	AAI-based (medium-confidence)	0	1	Streptomyces	summer	n.a.	n.a.	Clustered	VC_334_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__19362bp__001042||full	seasonal	24	21	19268	No	NA	29	3	0	Medium-quality	Genome-fragment	55.83	AAI-based (medium-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_401_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__49029bp__000097||full	seasonal	22	21	48974	No	NA	40	10	0	Medium-quality	Genome-fragment	81.16	AAI-based (high-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__50673bp__000084||full	seasonal	22	21	50596	No	NA	47	9	0	Medium-quality	Genome-fragment	83.63	AAI-based (high-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__52624bp__000076||full	seasonal	99	21	52622	No	NA	64	19	0	Medium-quality	Genome-fragment	87.74	AAI-based (medium-confidence)	0	1	Anaerobacillus	summer	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__22394bp__000727||full	seasonal	99	21	22391	No	NA	33	15	0	Medium-quality	Genome-fragment	50.53	AAI-based (medium-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_131_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28286bp__000399||full	seasonal	69	21	28284	No	NA	12	6	0	Medium-quality	Genome-fragment	53.61	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28889bp__000377||full	seasonal	99	21	28887	No	NA	49	9	1	High-quality	High-quality	90.21	AAI-based (medium-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_78_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41350bp__000144||full	seasonal	99	21	41349	No	NA	57	18	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.04	Pseudomonas	summer		MW202796	Clustered	VC_110_0	N57	3		other						n.a.	n.a.	O	O
21s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__56344bp__000056||full	seasonal	22	21	56343	No	NA	36	3	0	Medium-quality	Genome-fragment	65.01	AAI-based (high-confidence)	0	1	Escherichia	summer	n.a.	n.a.	Clustered	VC_182_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29428bp__000429||full	seasonal	22	21	29426	No	NA	40	17	0	Medium-quality	Genome-fragment	53.75	AAI-based (high-confidence)	0	1	Caulobacter	summer	n.a.	n.a.	Overlap (VC_169/VC_208)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29508bp__000427||full	seasonal	22	21	29506	No	NA	40	5	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Thauera	summer	n.a.	n.a.	Clustered	VC_78_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
21s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32245bp__000352||full	seasonal	22	21	32244	No	NA	47	15	0	High-quality	High-quality	98.38	AAI-based (medium-confidence)	0	1	Candidatus Pelagibacter	summer	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C46	4	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
21s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__88768bp__000017||full	seasonal	22	21	88765	No	NA	123	42	3	High-quality	High-quality	91.77	AAI-based (medium-confidence)	0	1	ND	summer	Vibrio phage vB_VorS-PVo5	KT345706	Clustered/Singleton	VC_45_2	N6	17	Vibrio	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	O	O
21s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__93963bp__000013||full	seasonal	22	21	93959	No	NA	89	4	10	Medium-quality	Genome-fragment	60.62	AAI-based (medium-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_1_2	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
22ns	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__17218bp__001271||full	non.seasonal	24	22	17216	No	NA	19	5	0	Medium-quality	Genome-fragment	54.36	AAI-based (medium-confidence)	0	1	Nonlabens	summer	Nonlabens phage P12024L	JQ823123	Outlier	n.a.	N89	6	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
